Star#,2021-03-01,2021-03-02,2021-03-11,2021-03-12,2021-03-18,2021-03-19,2021-03-27,2021-03-30,2021-03-31,2021-04-20,2021-05-04,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-13,2021-05-31,2021-06-04,2021-06-05,2021-06-08,2021-06-10,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-21,2021-06-30,2021-07-02,2021-07-11,2021-07-16,2021-07-17,2021-07-18,2021-07-24,2021-07-25,2021-08-01,2021-08-02,2021-08-09,2021-08-11,2021-08-13,2021-08-15,2021-08-21,2021-08-31,2021-09-01,2021-09-04,2021-09-06,2021-09-07,2021-09-16,2021-09-18,2021-09-19,2021-09-22,2021-09-26,2021-09-27,2021-09-28
921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,2991.7260608,2983.394318,2952.5768752,2937.6047377,2954.456922,2932.7457735,2922.5533355,2922.6655917,2816.4782933,2960.554155,3045.5265475,2802.6469236,3112.1398589,3008.186075,2965.7839046,2948.6364332,2913.1907118,3107.8269632,3100.3301938,3016.3253647,2866.8874103,3069.60928,2957.5001134,2903.5267113,3040.4288454,2832.2639782,2841.71594,2821.2249385,3064.6313923,2882.8033209,2890.7832965,2886.2516231,2892.8806081,3010.9191402,3122.8695531,2913.8461082,3124.0523928,3093.0955663,3053.4761974,2821.3874872,2935.286924,2914.7794763,2840.5806341,3076.7953277,2828.2783903,2965.5292017,2873.836214,2837.2490509,2958.9915657,2832.6079042,2816.6531685,2995.4154689,3056.6750845
923,2887.6531951,2927.327959,2831.0791873,2878.9872825,2912.5985782,2835.7322351,2906.1755663,2942.9030255,2871.2153216,2911.7064454,2813.9475964,2859.5235741,2850.6008695,2754.0076775,2737.5269102,2803.4851971,2802.654945,2790.7528798,2786.115164,2785.2275029,2774.2643117,2751.5633626,2778.4668038,2710.0466863,2757.9086878,2739.0964722,2866.461277,2841.5203632,2773.9523042,2917.6512325,2851.5410562,2881.5474796,2864.6593379,2902.4002989,2759.9724137,2822.5094231,2799.0683121,2759.7762152,2830.3411694,2820.9806248,2897.4358667,2798.909549,2812.3665774,2819.7774215,2802.2281225,2803.5323315,2854.233848,2812.1729992,2851.82338,2812.0407359,2782.1827556,2815.6527326,2721.787902
924,3129.8900555,3091.5537716,3148.7091796,3089.4644541,3100.2023514,3112.8784417,3108.0245758,3090.7965794,3081.1800748,3086.446495,3157.0018105,3092.178602,3080.768014,3160.9711857,3181.8842242,3149.1797078,3162.1976014,3120.9744643,3127.6306785,3149.9700356,3176.6109545,3137.1327346,3185.4959064,3169.1563351,3160.5293021,3168.1756813,3125.5609361,3180.7487779,3150.8638864,3127.3080669,3125.7358461,3175.862219,3237.6451522,3184.8105321,3122.4471778,3114.619753,3114.9336876,3107.9463027,3176.5688205,3130.4586042,3218.023086,3126.3866544,3188.0931511,3197.225711,3202.336204,3117.0560997,3188.019427,3148.1370723,3188.833245,3175.3298422,3134.8035575,3097.2900814,3101.0193397
925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
927,2812.7231206,2807.2500082,2845.354808,2887.3809691,2840.4756947,2867.5235029,2875.4846937,2865.0268269,2183.3970776,2865.5313229,2912.2871664,2853.2904604,2870.3438687,2863.8386102,2840.8186005,2852.4159096,2879.738631,2888.4057231,2872.8246971,2882.3200003,2881.0506484,2873.8056682,2914.7165936,2851.0787939,2871.5223042,2657.5716679,2880.5753118,2870.9419901,2905.849336,2815.9092079,2881.9381774,2878.6605972,2939.7557031,2825.1637572,2861.249702,2872.313985,2885.020701,2888.9937997,2920.0492488,2868.510597,2918.0564741,2873.4532394,2920.3165933,2920.1339183,2913.5469508,2833.5731876,2906.1472901,2939.6918763,2939.2161222,2929.1838353,2885.6389305,2878.3386677,2871.1085101
928,2815.7155565,2786.6356148,2949.7313702,2895.1965229,0.0,3021.2240546,2982.696783,3033.339929,2787.0346018,2915.6617842,3321.1588803,3063.0720083,3088.4000815,3358.2782123,3381.4649715,3117.9189844,3264.1169461,3244.5439744,3228.9932756,3274.3339145,3128.805949,3274.076148,0.0,3401.0779038,3279.0725217,3023.2545,3275.7871151,3159.6414429,3278.9039659,3019.682723,3058.9569609,3163.9078475,0.0,2982.6922621,3198.7784205,3171.5825347,3196.0739346,0.0,0.0,0.0,0.0,3133.9550655,0.0,0.0,0.0,3183.712103,0.0,0.0,2908.2363402,3051.0016355,2921.6806243,3069.4185602,3261.5565376
929,4031.9440165,3984.734103,3905.1595916,3836.4160014,3830.7524614,3839.6919123,4036.8392459,4093.6484837,4056.16713,4047.8188152,4008.8181679,3970.0736329,3876.4924608,3961.9448776,3968.5828899,3944.7054766,4094.3383242,4194.5703003,4212.7541578,4300.6777032,4363.3312033,4374.7592097,4477.8315922,4458.9448074,4374.1234768,4462.6886472,4106.4625923,4179.1463303,3812.1520183,3753.2619442,3767.8773333,3814.607804,3860.5017587,3803.7333106,4008.0140086,4107.3900265,4167.5449574,4161.1510777,4212.2100155,4143.9109144,3957.7015848,3609.2643824,3811.1728338,3645.118292,3593.0548249,3507.1720712,3561.0927033,3637.7081349,3591.0594388,3760.897581,3668.1634329,3713.8804528,3737.9993879
930,3564.6849574,3398.8935956,3488.8147123,3330.0439666,3352.848285,3383.7431706,3287.5221007,3247.3053334,3179.5511579,3338.0336039,3269.6985527,3167.0621486,3235.6589949,3518.7642422,3518.472996,3698.3212211,3333.437946,3248.8188921,3220.4712301,3184.6505743,3228.1738926,3267.7920298,3313.3575784,3482.5927334,3324.3585749,3368.2144596,3299.663275,3386.5799035,3325.3528083,3362.2021866,3319.7192117,3337.1198127,0.0,3195.5222402,3190.6169869,3202.965928,3122.173259,3191.2874214,0.0,3233.4812093,0.0,3208.4754717,0.0,0.0,0.0,3262.6666965,3330.3295085,3164.2731674,3243.3099356,3310.6586618,3179.5674496,3113.6896147,3122.6682573
931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2969.8912033,2977.0114397,3018.7251886,3078.0573663,3083.9418868,3063.6427314,3055.829781,3057.2677863,2964.9181298,3154.8439254,3094.4450279,3094.0056676,3084.3880214,3099.4095179,3089.4421949,3070.7366564,3124.4817438,3130.2720793,3133.9327376,3167.1545559,3084.3667787,3180.7378055,3182.8557428,3057.445612,3116.7226937,3039.9420998,3128.9498842,3110.382834,3147.0264106,3048.761619,3033.1803813,2992.9772146,3069.7485834,3033.9767505,3139.3154779,3114.6246785,3156.9091592,3104.3549047,3191.924336,3057.241919,3097.599416,3175.1965192,3120.0073369,3200.7261674,3155.1291012,3150.8089443,3043.4907988,3051.1727282,2988.926103,3113.4173949,3080.5269542,3120.5323991,3088.329719
934,2459.1666332,2579.4890757,2581.318142,2673.4817549,2651.6388909,2593.960899,2624.3938978,2654.1384703,2600.9855329,2649.8356657,2622.4005335,2640.4776089,2633.7354561,2511.6729614,2520.8131663,2519.3153257,2596.8283192,2633.8175868,2676.6594892,2671.5374301,2591.5269796,2628.1550907,2566.742478,2512.6380081,2632.3704887,2551.1557788,2664.6779651,2645.4002446,2639.3686149,2617.1522708,2641.0318947,2519.2628514,2512.7817073,2644.0146607,2658.9800979,2657.9251285,2703.8883498,2623.7767665,2654.7701154,2588.1249359,2594.2884157,2675.7058366,2637.5057856,2628.9764403,2705.9181283,2643.8650167,2583.1342934,2557.1447006,2570.5530623,2599.898251,2614.9374332,2634.3235337,2703.9462554
935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
937,3214.0883076,3219.3069315,3252.0470288,3303.8545095,3362.4726361,3260.1643448,3233.757108,3240.0987283,3184.8189922,3258.5829888,3297.6757432,3188.4588729,3264.6353782,3191.2224,3195.6981042,3211.3368307,3220.8271985,3235.2670408,3238.0621898,3232.1182742,3163.149775,3278.6113989,3267.5654396,3150.5042189,3259.2936582,3151.8496669,3252.0336621,3189.7843178,3232.2081283,3155.4375722,3173.9426734,3134.3141776,3080.3269522,3144.7761591,3216.8220718,3173.814306,3185.7223575,3277.6781319,3188.59872,3180.8704319,3159.7736607,3166.6113088,3193.2501646,3232.9787665,3186.8898821,3191.4183041,3175.2707512,3098.476305,3146.9708293,3136.6884566,3113.2426879,3175.8350618,3121.3888409
938,3261.9303906,3219.9261676,3214.5887098,3208.9274414,3256.8129569,3194.6503041,3233.4749091,3221.7005086,3150.3832263,3210.6911941,3228.7787364,3170.6006951,3205.1564798,3214.2355943,3220.1213829,3193.7253314,3205.3085717,3195.6511538,3212.6010734,3207.430909,3268.1037852,3217.6267021,3303.114648,3225.6150704,3214.5160637,3205.6393411,3202.9903164,3257.221533,3233.1459434,3225.228604,3197.0555598,3219.5843081,3240.8753697,3202.1528818,3191.7189522,3192.8527729,3216.0907707,3204.5819693,3275.1087957,3236.1185614,3305.5986484,3210.798384,3254.7427849,3278.3867654,3233.6703007,3208.8400894,3183.5285314,3238.1032482,3232.0727604,3223.464286,3233.283132,3231.5682471,3199.4845025
939,0.0,0.0,0.0,2257.7744606,2287.1269987,0.0,0.0,0.0,0.0,0.0,2288.841683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.3963704,0.0,0.0,0.0,0.0,2306.2618903,0.0,0.0,0.0,0.0,2778.0542424,0.0,0.0,0.0,0.0,0.0,2437.5343157,0.0,2635.663508,0.0,2390.6345621,2389.1369672,2408.4942085,0.0,2515.7923037,2549.7233435,0.0,0.0,0.0,0.0,0.0
940,2439.0896406,2470.1820352,2544.8596542,2552.4895076,2499.7487674,2480.5160029,2518.0007764,2484.6265097,2788.3403112,2503.9162411,2526.3765183,2476.4101024,2425.9464019,2561.0853115,2615.2018272,2568.2122892,2514.2337732,2481.1173254,2485.3582634,2521.4554002,2567.6964393,2529.9965117,2575.1958839,2588.7925502,2531.1767899,2723.3180431,2526.0460094,2530.8225769,2527.4023813,2490.6744445,2492.9208965,2506.3351915,2474.4617298,2525.3678736,2457.8565892,2457.5786859,2462.6329306,2489.1708915,2515.9482737,2514.8398761,2489.0958603,2490.3694966,2532.7278734,2533.1564214,2497.6560243,2451.1853112,2478.8070985,2516.1100203,2417.2628513,2465.6777728,2467.8886176,2398.4707866,2481.1898473
941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
942,3130.6711964,3072.2040501,2994.7419215,3052.1207856,3137.8168801,3086.4403364,3132.8958309,3133.5851704,3069.8547285,3079.3041363,3134.7242419,3281.8166194,3217.7199793,3073.419603,3041.4622963,3076.5286874,3087.9843893,3147.4755813,3152.0494425,3166.6295369,3178.0067258,3116.0679037,3120.0620272,3047.0395843,3148.4336793,3027.3204256,3220.6262242,3304.3979042,3157.4330112,3205.6157065,3202.0997103,3152.0932435,3058.7570928,3123.984901,3217.3531016,3218.7523096,3177.5917037,3156.0415385,3167.9856431,3150.7348924,3070.5623537,3102.8748185,3209.9514352,3212.4224751,3296.3500863,3251.0735475,3141.7076902,3162.5951389,3177.2831699,3149.4337783,3168.714736,3115.8135708,3178.2625571
943,2940.0347677,3002.7750656,3023.4670219,2950.0267067,3034.2140873,3016.3991837,3008.5651155,2988.9773686,2736.9878974,3019.3869771,3018.4526349,2976.988718,2976.0279942,3022.4336437,3050.1616739,3028.7863804,3001.5357553,2969.6487061,2977.6625121,2968.3410673,3011.6970299,2998.4863082,3106.9527713,3037.0974331,2965.9846889,2903.6770507,3003.6071666,3081.1226694,3025.5171778,3025.5032753,3000.6991205,3083.1687274,3088.5054998,3000.5872604,2981.3774082,2982.2032192,2999.7350311,2991.4742851,3055.2294351,2956.1990859,2997.7174525,2945.0170634,3030.3456181,3039.3635063,2971.4210021,2980.8120369,2962.2718779,2986.9153092,2970.3733077,2997.4648878,2989.8820845,2934.7596342,2963.0996361
944,3450.9440453,3366.1377392,3338.8975959,3409.2644569,3437.286453,3388.0897243,3400.8630199,3389.4122561,3467.6202216,3433.5575284,3412.5878371,3383.569075,3384.1120288,3281.561793,3230.9280555,3272.3230495,3337.6491789,3381.9813798,3385.4311106,3367.153985,3337.518268,3337.3132666,3366.8112825,3249.8455091,3361.0668086,3347.0492555,3361.4947508,3384.8528474,3384.9450401,3359.0144776,3347.2999722,3195.4879907,3256.4424332,3291.3442236,3399.4514247,3409.4490125,3403.6314894,3358.5233308,3386.182517,3330.9676521,3292.8753972,3395.3588541,3403.6650871,3393.2701014,3385.7296497,3293.4646301,3289.2188199,3301.2292732,3362.1142856,3347.7812474,3306.5603939,3383.5832502,3428.7037594
945,2882.1765636,2945.0750201,2956.127018,3044.3680915,3091.2938778,3006.4011232,2947.3629979,2922.2602266,3256.7799145,3036.8733349,3033.9059214,3032.0960427,3044.1351009,2900.8112978,2878.7622525,2926.7662248,3009.0423344,3033.1943397,3049.2361413,3035.2540873,3022.1362013,2989.3442581,2984.1389554,2932.0912266,2995.1189169,3013.4865756,3034.3181485,3033.3058325,3035.1159058,2935.7313971,2939.465716,2891.0423848,2866.6706454,2983.0361677,3030.0473484,3029.5170149,3071.3848039,3034.7448017,3070.7070721,3040.3690061,2911.4665708,3057.0672094,3093.7085001,3026.2784201,3092.4895328,3020.9563521,2964.4353263,2916.7440696,2991.2132379,3022.5205511,3038.4935997,3045.1503624,3068.6733067
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2695.313833,2653.301613,2671.2133472,2672.3590686,2691.7816322,2704.7532692,2696.2156724,2676.3906951,2965.8380094,2660.979913,2679.6847002,2716.2857662,2701.914556,2671.848094,0.0,2658.1556628,2726.6160828,0.0,2741.1400666,2727.5416744,2835.3309768,2759.6534923,2790.7393509,0.0,2737.1513375,2816.9245752,2682.8171984,2761.3857281,2723.7019451,2754.0983236,2719.6669849,2785.5954715,2821.5271042,0.0,0.0,0.0,2748.8348086,0.0,2782.672389,2776.1357916,2829.2566691,0.0,2777.7136671,2750.648966,2757.1662196,2727.725582,2785.8047453,2702.8636623,2699.1877148,2787.6488608,2724.9100366,2734.9605777,2711.0770419
948,3726.5298121,3634.5507809,3659.5173232,3654.2352968,3638.7820921,3697.9531793,3573.4154694,3527.0708805,3465.3789421,3671.8878222,3694.9798188,3538.3534146,3663.1722475,3763.5845998,3774.2436156,3765.6576693,3682.595425,3675.7576437,3651.159532,3681.5962203,3640.6237472,3710.0321021,3756.4642259,3765.1730017,3697.1818866,3618.8631834,3622.4783155,3618.0663328,3666.2141033,3492.5718713,3499.3984424,3497.8302471,3515.3150168,3494.719901,3616.738188,3569.8617967,3588.6372806,3635.0828782,3714.0471702,3577.4946704,3561.5675585,3595.3522923,3625.1838425,3712.4133911,3654.3090412,3612.6976173,3557.6460635,3565.2943277,3541.6956627,3533.5781714,3552.7536297,3636.000501,3613.7148602
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,3055.5812686,3109.8630562,3093.0972804,3135.3701971,3066.4795371,3061.9418222,3127.6583522,3120.4225935,3040.5516792,3094.1312155,3138.0644722,3051.2561971,3054.1234933,3097.2762169,3108.4054262,3101.25871,3131.7531696,3163.9013576,3149.2732655,3135.486605,3105.2467711,3123.732896,3157.5701529,3108.7409081,3119.5627709,3065.7257527,3146.9933126,3170.7679028,3127.1772596,3147.2130928,3143.1581839,3147.4817983,3147.3007713,3130.600107,3122.0823366,3111.3277371,3127.7129192,3111.4024404,3152.3646882,3155.4237985,3171.9235457,3146.223952,3190.6488705,3163.8075311,3084.4872116,3078.6777097,3049.0372812,3135.14947,2990.984501,3097.263869,3114.3936523,3138.8769959,3093.1600959
951,4065.1091327,4029.3929327,4033.7960572,4030.2307156,3982.5781758,4003.9332661,4022.8919099,4012.7456793,3912.2331443,3988.9879572,4023.9570092,4002.1418792,3982.6596739,4013.7364954,4018.2538697,4035.2151322,4003.6033265,4000.3907702,3989.8658438,3999.7601062,3972.0359363,4010.5431567,4033.9432787,4020.3289032,4009.5072337,3984.8351696,4008.0059004,3992.6686487,4005.2396258,3891.7590678,3926.6065096,3836.7682897,3941.0997109,3933.2297872,3970.3730046,3973.9745885,3978.651936,3991.596456,4018.4098009,3983.0900988,3934.3464776,3966.0668489,3986.8433943,3986.6264585,4016.3191445,3964.150216,3916.7819816,3906.3958143,3866.0596588,3934.6995117,3960.8371413,3983.0526883,3953.8026894
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,2873.1239979,2922.3174978,2886.5007623,2914.0178726,2967.1385079,2917.4429483,2913.7190963,2909.2248143,2930.2986181,2899.0311788,2995.2510576,2987.1163913,2998.6445741,2954.0511108,3014.3983166,2961.0751652,2941.4434153,3003.1868344,2990.6730181,2954.7894917,2972.8792885,3039.545266,0.0,2987.5372923,2994.4676701,2933.949648,2928.6973618,2930.2822853,3003.0294406,2948.4163402,2929.7055029,2966.7305717,2999.2263226,2970.8826216,2990.7133416,2915.387614,3025.4652482,3001.4976547,3029.8167247,2892.087083,2810.3528501,2906.1385386,2953.7711835,3014.7450006,2843.3729074,2943.4261251,2920.2947106,2921.4153187,2925.8207835,2895.8848592,2919.2379799,2990.2645473,3019.9737767
954,2858.4912619,2767.8205191,2767.3122822,2802.2009255,2788.2494797,2737.2942787,2737.9288885,2705.3381587,3307.6511142,2755.9070382,2713.984426,2882.1698176,2803.7883,2669.7572278,2641.1214898,2658.95763,2798.8464279,2898.1209873,2895.4562101,2829.0107637,2996.0361757,2824.6823006,2947.9785615,2745.4595468,2831.5034633,2885.2351466,2799.6735286,2893.7384643,2873.2282071,2785.5498674,2819.0625793,2743.2546295,3046.1252948,2758.4716265,2811.7141391,2824.2582992,2974.1871974,2964.2399037,2955.4082531,2933.4157625,3007.6275714,2883.3316638,2926.6789359,2898.6945599,2958.3641525,2914.1271615,2895.4834584,2976.8418772,3124.984116,2988.835733,3039.6916469,2988.4411941,3174.4228067
955,3675.1425499,3553.225739,3558.6544324,3498.7017877,3568.2157206,3568.8026226,3492.1913367,3424.7917693,3469.692611,3493.2361347,3539.1663213,3472.0696005,3563.1345421,3616.9870593,3597.3028832,3673.3008492,3531.8284076,3513.8882503,3464.1421576,3460.3535592,3530.3237043,3516.6250367,3588.5896281,3621.21057,3501.8923381,3604.0124354,3487.9546036,3562.7692923,3522.1532096,3390.194728,3439.9269683,3433.6211494,3521.6756739,3421.8147666,3492.1094395,3486.8220654,3472.1598669,3520.5332513,3544.1100566,3521.2183906,3531.6871472,3440.2962821,3539.6962105,3564.451698,3509.6602042,3531.6475967,3531.9744518,3493.0191105,3518.4011779,3516.6522333,3501.1710333,3487.0963851,3497.4162462
956,2570.9897198,2540.2794094,2579.8999378,2611.9337143,2633.8416861,2611.6257985,2596.4784096,2635.9996681,2206.7598188,2581.0792854,2585.1133748,2612.6938318,2559.3565487,2590.7045942,2576.0080999,2603.5297908,2578.2801215,2568.852697,2575.0922915,2577.6311832,2542.7870252,2568.8509136,2599.2544473,2560.8049244,2535.7853817,2386.2417386,2563.5545073,2600.5674336,2583.6036591,2607.6411737,2572.1133784,2606.2411098,2717.9341481,2603.0706124,2555.904717,2563.8182265,2583.1202549,2555.3376525,2632.2462702,2549.7777161,2614.3045221,2555.281448,2634.5471143,2586.6598784,2627.3115464,2577.250733,2602.6274191,2583.7748111,2653.8754432,2607.8040163,2529.9053412,2587.7565002,2512.8958625
957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,2840.0099861,2759.8041226,2660.2508717,2641.5184087,2680.0602927,2574.0005718,2451.618592,2406.4502063,2162.1307758,2347.0834007,2365.7134174,2422.4844247,2440.1411274,2401.8547474,2371.406937,2420.733134,2521.0772489,2606.3965708,2612.9869733,2636.6274952,2705.6208518,2772.1713804,2832.2537095,2832.3571587,2849.520919,2912.2698566,3065.3630251,3131.9444242,3072.9563844,2985.5757475,2969.6201805,2948.5868741,2897.3469145,2776.8311323,2665.7028247,2686.3421279,2593.2177009,2541.8161452,2549.4141473,2506.3165522,2498.9793496,2475.0526895,2564.2246845,2499.6716875,2522.8099004,2553.8789363,2625.4167802,2621.0196202,2757.482881,2773.2634201,2770.189994,2852.580578,2795.1042005
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,2533.2376624,2554.6221377,2352.8703323,2330.5450108,2450.4234467,2351.1919239,2389.9952738,2417.6964785,1836.183672,2389.3001108,2341.7223316,2311.8019706,2437.546825,2347.4875452,2303.7670607,2362.8850857,2355.8319116,2334.4727362,2303.4264452,2246.6417231,2250.3524924,2283.5334897,2315.0459008,2284.0612643,2258.5053285,2071.3529385,2208.0766862,2261.3572108,2234.519087,2227.4120149,2214.7047163,2270.2986739,2343.9149489,2296.3386634,2317.2880185,2288.3984195,2200.9741072,2213.4214791,2161.0538861,2155.2788372,2218.3963363,2175.6583334,2256.7389994,2257.3367809,2291.936458,2344.2241123,2398.8336359,2302.623981,2425.99771,2315.2517202,2324.4967055,2313.7412407,2235.1017047
961,2925.0374002,2891.9780504,2920.18089,2898.5078965,2970.4388148,2901.7502149,2870.087025,2824.786624,3448.4208502,2896.6572964,2917.8323466,2940.6492015,2839.934665,2932.2837719,2941.569189,2990.1154583,2919.8502147,2890.2695463,2876.5437862,2877.2644112,2943.5568361,2910.0815648,2926.8210573,2956.7304017,2875.8653874,3122.9310077,2927.3152903,2894.9353143,2925.3235181,2973.9861574,2943.1172429,2926.4497402,2912.6238808,2871.0227732,2885.8008266,2895.6908264,2884.2707967,2895.0190166,2942.5786879,2912.0381234,2927.1325352,2886.5952579,2956.4982386,2915.244893,2910.4759925,2839.7071323,2911.7736963,2881.530534,2953.1374284,2925.8815979,2967.3543864,2879.7956221,2865.5823732
962,3774.774166,3692.8471013,3960.554178,3908.1548015,4343.1098775,4378.0661842,4661.6092013,4534.0617104,4234.2732146,4031.7572286,4220.8150705,3999.260709,4026.5133206,4229.9452469,4236.9578113,4265.2260104,4199.1340224,4064.717953,4042.062002,4010.3803496,3999.9994224,4004.2874052,0.0,4054.8538509,3927.2267635,3899.1530079,4029.6771848,4198.4556284,4382.7654822,4220.6658721,4239.4702037,4168.9621079,0.0,4129.2516357,4028.5543146,4100.3733768,4149.6517402,4188.2165994,0.0,4132.0632366,0.0,4295.192057,0.0,4483.5275158,4287.0882406,4490.8671055,4537.0798978,4494.7316982,4337.1902668,4608.0458557,4444.2993834,4559.2182469,4481.1477999
963,3191.0917817,3209.564127,3173.547332,3203.9110105,3199.2211149,3203.7256107,3215.7156951,3230.3323379,3143.3587064,3204.3970488,3215.2341692,3244.49297,3223.3651568,3185.3019976,3177.5599635,3174.9593594,3197.9778461,3173.5502587,3183.1580007,3184.3384246,3183.3525768,3188.8796177,3215.525623,3165.3551499,3180.8298944,3140.9993096,3187.9641843,3301.6384401,3209.6743465,3326.5852628,3280.3643344,3370.404704,3401.0774598,3255.914076,3159.3397052,3183.7683761,3209.487108,3177.8073395,3265.4203898,3212.5434774,3302.1800247,3193.5745326,3240.786414,3264.2757956,3296.3515208,3198.6654261,3284.7887848,3264.7826301,3355.3846087,3193.5955546,3206.1876629,3270.4192637,3222.9787812
964,3516.9883359,3384.1256234,3419.857117,3392.6436627,3358.6679139,3421.6618022,3385.2022995,3376.0477343,3347.9869093,3391.8143036,3427.0005517,3355.7948115,3421.4580983,3510.3061064,3508.129447,3540.6750301,3458.8575302,3414.1265762,3401.1961501,3405.1519529,3416.8036313,3439.6458277,3500.3296899,3503.2318738,3430.1844319,3495.3137723,3396.9995927,3390.9312362,3412.2359604,3355.7349022,3360.0004216,3397.2656124,3404.2852044,3367.3526755,3378.9885328,3340.130423,3358.3748899,3393.4746786,3411.0081733,3399.677317,3450.2416136,3337.6112074,3400.7152753,3451.0319678,3396.6746217,3376.7847398,3511.1863864,3381.7390953,3324.1575684,3407.8538196,3420.3480576,3390.3113456,3344.2992942
